id,time,event,prttime,age,gpa,dblmaj
115,0.000175872,TRUE,0,19,3.1,0
116,2.18E-05,TRUE,0,17,3.3,0
117,0.00034058,TRUE,1,18,3.5,0
118,2.71E-05,TRUE,0,19,2.3,0
119,0.000317328,TRUE,1,20,3.5,0
120,5.40E-05,TRUE,0,18,2.8,0
121,1.46E-05,TRUE,0,21,1,0
122,7.07E-06,TRUE,0,19,3.4,0
123,3.97E-05,TRUE,0,18,3.5,0
124,3.51E-05,TRUE,0,18,3.4,0
125,0.000225344,TRUE,0,17,3.1,1
126,4.64E-06,TRUE,0,19,3,0
127,4.39E-05,TRUE,0,18,2.8,0
128,9.07E-06,TRUE,0,19,3.2,1
129,8.00E-06,TRUE,0,19,3.2,0
130,0.000116346,TRUE,0,18,2.6,0
131,5.43E-05,TRUE,0,18,2.3,0
132,8.36E-05,TRUE,0,18,3.3,0
133,5.35E-06,TRUE,0,18,2.9,0
134,3.01E-06,TRUE,0,18,3.3,0
135,3.37E-05,TRUE,0,18,2.2,0
136,0.000169401,TRUE,0,19,3.6,0
137,4.60E-05,TRUE,0,17,3,1
138,8.82E-05,TRUE,0,17,3.1,0
139,4.37E-05,TRUE,0,19,2,1
140,6.86E-05,TRUE,0,18,3.3,0
141,0.000121238,TRUE,0,19,2.1,0
142,6.19E-05,TRUE,0,18,3,0
143,2.42E-05,TRUE,0,18,2.9,0
144,2.38E-05,TRUE,0,18,3,0
145,0.000101652,TRUE,0,18,3.2,1
146,9.79E-07,TRUE,0,18,3.4,0
147,0.000240406,TRUE,1,18,2,0
148,0.000244711,TRUE,0,17,3.2,1
149,2.94E-05,TRUE,0,19,3.1,0
150,2.98E-05,TRUE,0,19,2.8,0
151,0.00021126,TRUE,0,18,3.5,0
152,7.77E-05,TRUE,0,18,3.4,0
153,3.24E-05,TRUE,0,18,2.9,0
154,3.49E-05,TRUE,0,19,3.3,0
155,0.001559816,TRUE,1,18,2.2,0
156,0.000103419,TRUE,0,17,3.5,1
157,3.99E-05,TRUE,0,19,3.7,0
158,0.00058568,TRUE,1,20,3.4,0
159,0.000239253,TRUE,0,19,1.4,1
160,5.80E-05,TRUE,0,24,3.2,0
161,6.85E-07,TRUE,0,23,2.3,0
162,0.000929302,TRUE,1,19,3,1
163,5.18E-06,TRUE,0,20,2.8,0
164,1.77E-06,TRUE,0,17,2.4,0
165,4.71E-05,TRUE,0,17,3.4,1
166,5.96E-05,TRUE,0,18,3.7,0
167,0.000149045,TRUE,0,17,3.4,0
168,1.45E-05,TRUE,0,19,3.1,0
169,7.77E-06,TRUE,0,19,3.1,1
170,0.00020065,TRUE,0,18,3.7,0
171,0.000131057,TRUE,0,17,3.3,0
172,0.000107617,TRUE,0,17,2.8,0
173,2.54E-05,TRUE,0,18,3,0
174,8.23E-05,TRUE,0,18,3.6,1
175,0.000241544,TRUE,0,18,3.1,1
176,4.56E-05,TRUE,0,17,3.3,1
177,0.002498484,TRUE,1,17,2.4,0
178,0.000101117,TRUE,0,19,2.1,0
179,1.06E-05,TRUE,0,17,3.5,1
180,0.000118547,TRUE,0,18,2.9,0
181,8.00E-05,TRUE,0,17,3.1,0
182,0.001261739,TRUE,1,19,2.4,0
183,0.00025839,FALSE,1,18,3.5,0
184,0.000486443,TRUE,1,21,3.2,1
185,1.53E-05,TRUE,0,20,3.1,0
186,0.00038518,TRUE,1,21,3.1,0
187,3.77E-05,TRUE,0,18,3.7,0
188,7.87E-05,TRUE,0,18,3.2,0
189,7.69E-05,TRUE,0,18,3.3,0
190,0.000643869,TRUE,1,20,2.9,0
191,5.21E-06,TRUE,0,19,2.7,0
192,8.14E-05,TRUE,0,20,3.2,0
193,5.31E-06,TRUE,0,19,3.6,0
194,3.91E-05,TRUE,0,17,2.7,0
195,9.08E-05,TRUE,1,18,3.3,0
196,7.97E-06,TRUE,0,18,3.5,0
197,0.000430389,TRUE,1,17,3.5,0
198,3.16E-05,TRUE,0,25,3.2,0
199,0.001940017,FALSE,1,19,3.4,0
200,2.29E-05,TRUE,0,18,3,1
201,3.02E-05,TRUE,0,17,2.9,0
202,3.22E-05,TRUE,0,17,3.6,0
203,0.000244277,TRUE,0,17,1.9,0
204,4.09E-05,TRUE,0,19,3.3,0
205,7.97E-05,TRUE,0,18,3.3,0
206,0.000201888,TRUE,0,20,3.4,1
207,0.000116925,TRUE,0,21,3.6,0
208,0.000180425,FALSE,1,20,3.2,1
209,2.59E-05,TRUE,0,18,3.4,0
210,7.10E-06,TRUE,0,20,3.3,0
211,7.98E-06,TRUE,0,18,3.4,0
212,3.44E-05,TRUE,0,19,3,1
213,0.000108573,TRUE,0,19,3.1,0
214,1.64E-05,TRUE,0,18,3.3,0
215,0.000224895,TRUE,1,18,3.2,0
216,0.000310385,TRUE,1,18,3.2,0
217,4.88E-06,TRUE,0,17,3.1,1
218,7.14E-05,TRUE,0,18,3.3,0
219,0.000199076,TRUE,0,18,3.1,0
220,0.000221197,TRUE,1,17,2.9,0
221,1.00E-05,TRUE,0,19,3,0
222,1.76E-05,TRUE,0,18,3,0
223,0.000140417,TRUE,0,19,3.6,0
224,3.67E-06,TRUE,0,19,3,0
225,1.44E-05,TRUE,0,18,3.2,0
226,0.000178172,TRUE,0,17,3.4,0
227,4.82E-05,TRUE,0,18,3.4,0
228,5.53E-05,TRUE,1,18,3,0
229,7.13E-05,TRUE,0,19,3.2,0
230,1.33E-05,TRUE,0,18,3.1,0
231,3.95E-05,TRUE,0,18,3.8,0
232,2.17E-05,TRUE,0,17,3.4,0
233,3.99E-05,TRUE,0,17,3,0
234,4.53E-05,TRUE,0,22,3.3,0
235,9.47E-05,TRUE,0,18,3.2,1
236,2.48E-06,TRUE,0,18,2.8,0
237,0.000553307,TRUE,1,19,3.5,0
238,3.66E-05,TRUE,0,21,3.4,0
239,2.85E-05,TRUE,0,17,3.6,0
240,8.46E-05,TRUE,0,18,3.2,0
241,4.05E-05,TRUE,0,21,2.9,0
242,3.78E-05,TRUE,0,17,3.6,1
243,2.71E-05,TRUE,0,19,3.1,0
244,5.59E-05,TRUE,0,19,3.2,1
245,0.000113572,TRUE,0,20,3.1,0
246,2.45E-05,TRUE,0,17,2.4,0
247,3.76E-05,TRUE,0,19,1.9,0
248,0.000578776,TRUE,1,17,2.2,0
249,0.000192737,TRUE,1,21,3.7,1
250,0.000122167,TRUE,0,18,3.1,0
251,9.17E-06,TRUE,0,24,3.3,0
252,0.000126752,TRUE,1,17,3,0
253,0.000108329,TRUE,0,18,3.5,0
254,9.67E-05,TRUE,0,19,3.2,0
255,5.64E-05,TRUE,0,20,2.3,0
256,3.25E-05,TRUE,0,17,1.9,0
257,0.000101585,TRUE,0,19,3.4,0
258,9.61E-05,TRUE,0,17,3.6,0
259,0.000955189,TRUE,1,19,3.4,0
260,0.000108168,TRUE,0,18,2.9,0
261,4.21E-06,TRUE,0,17,1.6,0
262,5.56E-05,TRUE,0,17,3.5,0
263,0.000115174,TRUE,0,18,3.4,0
264,3.77E-05,TRUE,0,18,2.4,0
265,1.69E-05,TRUE,0,21,3,0
266,0.000190675,TRUE,0,17,3,0
267,0.00082327,TRUE,1,17,3.3,0
268,1.32E-05,TRUE,0,18,3.5,0
269,3.93E-05,TRUE,0,19,2.7,0
270,9.27E-05,TRUE,0,18,2.9,0
271,6.28E-05,TRUE,0,19,2.6,0
272,9.94E-06,TRUE,0,18,3.7,1
273,8.84E-05,FALSE,0,19,2.9,0
274,0.000220167,TRUE,0,18,3,0
275,1.56E-05,TRUE,0,17,3.3,0
276,1.53E-05,TRUE,0,18,1.7,0
277,6.87E-05,TRUE,0,17,2.7,0
278,0.000109595,TRUE,0,17,3.9,0
279,0.000810695,TRUE,1,18,3.1,0
280,4.38E-05,TRUE,0,18,3.5,0
281,8.22E-05,TRUE,0,19,2.6,0
282,2.44E-05,TRUE,0,19,3.2,0
283,0.000927632,FALSE,1,18,3.4,0
284,8.45E-05,TRUE,0,21,3.3,0
285,0.000131771,TRUE,0,17,3,0
286,6.54E-05,TRUE,0,18,3.2,0
287,0.000400817,TRUE,0,19,3.5,0
288,8.33E-07,TRUE,0,18,2.7,0
289,0.000133848,TRUE,0,18,3.5,1
290,5.86E-05,TRUE,0,17,2.7,0
291,0.00120657,TRUE,1,17,3.4,0
292,1.09E-06,TRUE,0,18,3,0
293,5.69E-05,TRUE,0,18,3,0
294,7.73E-05,TRUE,0,18,3.2,1
295,0.000698045,TRUE,1,17,3.3,1
296,9.31E-05,TRUE,0,18,3.4,0
297,2.53E-05,TRUE,0,19,3.1,0
298,2.06E-05,TRUE,0,18,3.2,0
299,0.000125001,TRUE,0,17,3.4,0
300,0.000207489,TRUE,0,19,3.5,0
301,1.75E-05,TRUE,0,18,2.8,0
302,2.71E-05,TRUE,1,21,3.4,0
303,0.000162825,TRUE,0,17,3.5,0
304,8.73E-06,TRUE,0,17,3.2,0
305,0.000128787,TRUE,0,18,2.5,0
306,3.18E-05,TRUE,0,17,3.2,0
307,6.04E-05,TRUE,0,18,2.6,1
308,0.000113042,TRUE,1,20,3.5,1
309,1.36E-05,TRUE,1,20,2.8,0
310,4.81E-05,TRUE,1,19,3.1,0
311,0.000384197,TRUE,1,18,1.5,0
312,9.45E-06,TRUE,0,19,3.3,0
313,0.000591206,TRUE,1,20,3.8,0
314,5.79E-06,TRUE,0,20,2.4,0
315,3.32E-05,TRUE,0,19,3.4,0
316,6.38E-06,TRUE,0,17,2.6,1
317,1.24E-05,TRUE,0,18,3.4,0
318,0.000110642,TRUE,0,18,2.8,0
319,8.56E-05,TRUE,0,17,2.9,0
320,0.000228512,TRUE,0,17,3.1,0
321,6.83E-06,TRUE,0,18,2.8,0
322,1.50E-05,TRUE,0,20,3.6,0
323,2.07E-05,TRUE,0,19,3.7,0
324,9.03E-05,TRUE,0,19,3.4,1
325,1.35E-05,TRUE,1,20,3.1,0
326,5.52E-05,TRUE,0,18,3.4,1
327,0.000112561,TRUE,0,18,3.6,0
328,0.000206298,FALSE,0,18,3.2,0
329,3.65E-06,TRUE,0,21,3.6,0
330,1.74E-05,TRUE,0,17,1.8,0
331,0.001805814,TRUE,1,19,3.7,0
332,5.80E-05,TRUE,0,19,3.3,0
333,8.93E-05,TRUE,0,17,2.3,0
334,2.27E-05,TRUE,0,19,3.2,0
335,0.000106028,TRUE,1,18,3,0
336,0.00026776,TRUE,1,23,3.1,1
337,2.31E-05,TRUE,0,17,2.8,0
338,0.000125698,TRUE,0,17,3.3,0
339,6.37E-06,TRUE,0,18,3.6,0
340,0.000403999,TRUE,1,20,3.2,0
341,0.000622368,TRUE,1,18,3.3,1
342,0.000177014,TRUE,1,18,2.9,1
343,4.70E-05,TRUE,0,18,3.1,1
344,0.000474775,TRUE,1,19,2.6,0
345,0.000161838,TRUE,0,20,3.1,0
346,2.63E-06,TRUE,0,19,3,1
347,4.11E-05,TRUE,0,20,3.3,0
348,4.77E-05,TRUE,0,20,3,0
349,8.91E-06,TRUE,0,17,2.6,1
350,1.22E-05,TRUE,0,19,3.5,1
351,0.001503517,TRUE,1,18,3.2,0
352,2.64E-05,TRUE,0,20,3.5,0
353,0.000133198,TRUE,0,21,3.5,0
354,0.000141566,TRUE,0,18,3.4,0
355,3.35E-05,TRUE,0,18,3.2,0
356,1.26E-05,TRUE,0,18,3.4,0
357,6.67E-05,TRUE,0,17,3.3,0
358,2.50E-05,TRUE,0,17,3.5,0
359,2.38E-05,TRUE,0,18,3.3,0
360,1.54E-05,TRUE,0,18,3,0
361,8.71E-05,TRUE,0,18,3.7,0
362,0.000200546,TRUE,0,17,2.7,0
363,0.000200188,TRUE,0,18,3.1,0
364,2.74E-05,TRUE,0,26,2.1,0
365,0.000113505,TRUE,0,19,3.8,0
366,2.05E-05,TRUE,0,19,3.4,0
367,0.000142846,TRUE,0,17,3.2,0
368,1.91E-05,TRUE,0,18,3.5,0
369,5.25E-05,TRUE,0,18,3.5,0
370,6.83E-05,TRUE,0,21,3.3,0
371,1.31E-05,TRUE,0,18,3.6,0
372,4.75E-05,TRUE,0,18,3.1,0
373,1.21E-05,TRUE,0,25,3.5,0
374,0.000581485,TRUE,1,18,2.7,0
375,1.99E-05,TRUE,0,18,2.9,0
376,0.000210476,TRUE,0,18,3.1,1
377,0.000172659,TRUE,0,17,3.4,0
378,0.000101039,TRUE,0,18,3.5,0
379,9.44E-05,TRUE,0,18,3.4,1
380,0.000131095,TRUE,0,17,2.6,1
381,3.86E-05,TRUE,0,18,2.9,0
382,3.59E-05,TRUE,0,19,3.4,1
383,2.76E-05,TRUE,0,18,2.3,0
384,6.40E-05,TRUE,0,17,2.9,0
385,0.000170976,TRUE,1,22,3.3,0
386,6.62E-05,TRUE,0,18,3.4,0
387,7.63E-05,TRUE,1,20,2.6,1
388,9.11E-05,TRUE,0,18,3.1,0
389,3.02E-05,TRUE,0,18,3.4,0
390,8.81E-05,TRUE,0,19,3.4,0
391,2.03E-05,TRUE,0,18,2.8,0
392,5.23E-05,TRUE,0,18,3.5,0
393,7.17E-05,TRUE,0,17,3.3,1
394,2.81E-05,TRUE,1,18,3.6,0
395,2.76E-05,TRUE,0,18,3.4,0
396,4.74E-06,TRUE,0,18,3.3,1
397,0.000162033,TRUE,0,18,2.6,0
398,2.45E-05,TRUE,0,18,3.7,0
399,0.000841586,TRUE,1,20,2.8,0
400,6.49E-06,TRUE,0,31,3.2,0
401,8.40E-05,TRUE,0,18,2.2,0
402,4.13E-06,TRUE,0,18,3.1,0
403,7.74E-05,TRUE,0,18,3.5,0
404,7.35E-06,TRUE,0,22,3.2,0
405,6.25E-06,TRUE,0,17,3.2,0
406,0.000130962,TRUE,1,18,2.3,0
407,0.000539116,TRUE,1,17,3.3,0
408,0.00025532,TRUE,0,17,3.4,0
409,1.96E-06,TRUE,0,18,1.3,0
410,5.74E-05,TRUE,0,18,3,1
411,6.75E-05,TRUE,0,17,2.9,0
412,1.53E-05,TRUE,0,17,3.2,0
413,0.000678022,TRUE,1,22,3.4,1
414,0.000182632,TRUE,1,18,3.2,0
415,6.52E-05,TRUE,0,18,2.8,0
416,4.68E-07,TRUE,0,20,3.5,0
417,0.000752382,TRUE,1,18,3.5,1
418,1.20E-05,TRUE,0,19,2.2,1
419,0.000751108,TRUE,0,18,3.4,1
420,6.28E-06,TRUE,0,18,3.5,0
421,2.25E-05,TRUE,0,17,3.1,0
422,1.59E-06,TRUE,0,18,2.2,1
423,5.14E-05,TRUE,0,19,3.4,0
424,0.000156775,TRUE,0,18,3.7,1
425,5.71E-05,TRUE,0,20,2.3,0
426,3.11E-05,TRUE,0,18,3,0
427,5.35E-05,TRUE,0,19,3.3,1
428,0.000142087,TRUE,0,18,1.4,0
429,0.000123317,TRUE,0,18,2.1,0
430,6.83E-05,TRUE,0,18,3.1,0
431,6.76E-06,TRUE,0,18,2.8,0
432,0.00028409,TRUE,1,19,2.9,0
433,6.11E-05,TRUE,0,19,3.5,0
434,0.000747783,TRUE,1,22,2.2,1
435,2.19E-05,TRUE,0,18,3.1,0
436,6.02E-05,TRUE,0,19,3.4,1
437,0.001760828,TRUE,1,17,3.4,0
438,2.75E-05,TRUE,0,18,3.1,0
439,0.000116173,TRUE,0,19,2.9,0
440,2.51E-05,TRUE,0,19,3.7,0
441,0.000654103,FALSE,1,18,3.6,0
442,7.80E-05,TRUE,0,17,2.2,0
443,8.23E-05,FALSE,0,18,3,1
444,0.00013048,TRUE,1,17,2.7,0
445,7.31E-06,TRUE,0,18,3.2,0
446,0.000237411,TRUE,1,19,3.1,1
447,0.00019232,FALSE,1,18,2.5,0
448,3.22E-05,TRUE,0,17,2.8,1
449,0.000125369,TRUE,0,17,2.5,0
450,8.11E-05,TRUE,0,19,3,0
451,8.39E-05,TRUE,0,22,3.3,0
452,1.67E-05,TRUE,0,18,2.9,0
453,0.000122445,TRUE,0,18,2.6,1
454,4.61E-05,TRUE,0,20,3.3,0
455,0.000524338,TRUE,1,17,3.2,0
456,5.32E-05,TRUE,0,18,3.3,0
457,0.000110367,FALSE,0,18,3.4,0
458,9.93E-05,TRUE,1,17,3.1,0
459,2.78E-05,TRUE,0,18,3.2,0
460,0.000125837,TRUE,0,18,3,0
461,9.46E-05,TRUE,0,21,2.4,0
462,2.07E-05,TRUE,0,17,3.3,1
463,0.0005551,FALSE,1,18,3.7,0
464,0.00010863,TRUE,0,17,2.9,0
465,2.77E-06,TRUE,0,19,3,0
466,3.17E-07,TRUE,0,18,3.2,0
467,1.86E-05,TRUE,0,27,3.4,0
468,2.36E-06,TRUE,0,22,2.9,1
469,2.84E-05,TRUE,0,17,3.1,0
470,4.64E-05,FALSE,1,18,3.3,0
471,9.79E-06,TRUE,0,17,1.9,0
472,0.000361513,TRUE,1,18,3.6,1
473,4.36E-05,TRUE,0,18,3.3,0
474,0.000195437,TRUE,1,17,3.7,0
475,0.00011372,TRUE,0,18,3.8,0
476,2.19E-05,TRUE,0,17,3.1,0
477,0.000844569,TRUE,1,18,3.3,0
478,0.000208802,TRUE,1,25,2.9,1
479,0.000227742,TRUE,0,17,3,1
480,2.29E-05,TRUE,0,20,2.4,0
481,8.28E-06,TRUE,0,19,3,0
482,4.68E-05,TRUE,0,20,3.4,0
483,0.000109379,TRUE,0,17,3.1,0
484,4.93E-05,TRUE,0,20,2.5,0
485,0.000127248,TRUE,0,18,3.4,1
486,8.60E-06,TRUE,0,18,3.8,0
487,0.000407816,TRUE,1,17,3.1,0
488,0.000156017,TRUE,0,17,3.4,0
489,3.43E-05,TRUE,0,21,2.8,1
490,0.000217538,TRUE,0,17,2.9,0
491,4.17E-05,TRUE,0,18,3.7,1
492,5.91E-05,TRUE,0,26,3,0
493,0.000188146,TRUE,0,18,3.3,0
494,0.000126117,TRUE,0,21,2.8,0
495,0.00012585,TRUE,0,17,3.7,0
496,3.99E-05,TRUE,0,18,3.2,0
497,4.58E-05,TRUE,0,26,3.2,0
498,2.19E-05,TRUE,0,18,3.6,0
499,7.28E-05,TRUE,0,17,2.8,0
500,9.10E-05,TRUE,0,17,2.9,0
501,3.87E-05,TRUE,0,18,2.8,1
502,9.04E-06,TRUE,0,17,3.4,0
503,1.88E-07,TRUE,0,18,3.2,0
504,5.13E-05,TRUE,0,19,2.9,0
505,6.02E-06,TRUE,0,18,3.9,1
506,0.000120279,TRUE,1,19,3.4,0
507,7.81E-06,TRUE,0,18,3.3,0
508,4.82E-07,TRUE,0,18,3.1,0
509,7.92E-06,TRUE,0,24,3.3,0
510,4.45E-05,TRUE,0,18,2.4,0
511,2.20E-05,TRUE,0,18,2.8,0
512,8.17E-05,TRUE,1,18,3.4,0
513,0.000291034,TRUE,1,18,3.5,0
514,0.000734574,TRUE,1,17,1.8,0
515,9.70E-06,TRUE,0,18,3.3,0
516,5.36E-05,TRUE,0,17,3.2,0
517,2.12E-05,TRUE,1,20,2.8,0
518,6.22E-05,TRUE,0,23,3.1,0
519,7.63E-05,TRUE,0,19,2.8,0
520,0.000279499,TRUE,1,18,2.5,0
521,4.16E-05,TRUE,0,18,3,1
522,7.20E-05,TRUE,0,18,2.3,0
523,0.000783359,TRUE,1,18,2.8,1
524,5.58E-05,TRUE,0,18,3,0
525,0.000148124,TRUE,0,19,3.5,0
526,8.25E-05,TRUE,0,20,3,0
527,9.96E-07,TRUE,1,17,3.5,1
528,5.83E-06,TRUE,0,17,2,0
529,7.76E-06,TRUE,0,21,3.4,0
530,6.42E-07,TRUE,0,17,2.8,0
531,4.16E-05,TRUE,0,19,3.4,0
532,0.000424966,TRUE,1,19,3.2,0
533,0.000440561,TRUE,1,20,3.5,1
534,0.000841817,TRUE,1,19,3.5,0
535,7.30E-05,TRUE,0,19,3.2,1
536,1.26E-05,TRUE,0,18,3,0
537,1.24E-05,TRUE,0,19,3.4,0
538,8.55E-06,TRUE,0,18,2.5,1
539,2.51E-06,TRUE,0,18,3.7,0
540,4.90E-05,TRUE,0,18,2.6,0
541,4.07E-05,TRUE,0,18,3.3,0
542,2.24E-05,TRUE,0,17,3.3,0
543,0.000107404,TRUE,0,21,3.3,0
544,4.83E-05,TRUE,0,17,3.5,1
545,1.50E-05,TRUE,0,18,3.5,0
546,0.000146518,TRUE,0,18,3.6,1
547,6.86E-05,TRUE,0,19,3.2,1
548,8.79E-05,TRUE,0,19,3.4,0
549,0.000104027,TRUE,1,20,3.5,0
550,0.000167639,TRUE,0,23,3.1,1
551,0.000340881,TRUE,0,17,3.4,0
552,2.67E-05,TRUE,0,18,3.6,1
553,0.000173444,TRUE,0,18,2.4,0
554,2.91E-05,TRUE,0,19,3.2,1
555,1.93E-06,TRUE,0,20,3.5,0
556,0.00036573,TRUE,1,18,3,0
557,0.00034483,TRUE,1,18,3.7,0
558,0.000156436,TRUE,0,20,2.8,0
559,0.000602265,TRUE,1,18,3.2,0
560,3.03E-05,TRUE,0,20,3.1,0
561,7.30E-05,TRUE,0,17,2.8,1
562,0.00012423,TRUE,0,18,3.4,1
563,7.52E-05,TRUE,0,20,2.7,0
564,6.21E-05,TRUE,0,20,2,0
565,0.000134175,TRUE,0,20,2.3,0
566,0.000165473,TRUE,0,17,3.3,0
567,3.96E-06,TRUE,0,18,2.9,0
568,1.15E-05,TRUE,0,17,3.2,0
569,4.14E-05,TRUE,1,19,3.4,0
570,0.000150467,TRUE,0,18,2.5,0
571,0.00013341,TRUE,0,18,3.7,0
572,0.001499214,TRUE,1,21,3.4,1
573,0.000721651,TRUE,1,18,3.1,0
574,3.21E-05,TRUE,0,18,3,0
575,0.000117993,TRUE,0,18,3.4,0
576,2.73E-05,TRUE,0,20,3,0
577,6.47E-05,TRUE,0,21,3.5,0
578,0.00038303,TRUE,1,18,3.1,0
579,0.000440001,TRUE,1,18,2.3,0
580,2.34E-05,TRUE,0,17,3,0
581,0.000355712,TRUE,1,19,2.6,0
582,3.65E-05,TRUE,0,17,3.5,0
583,6.24E-07,TRUE,0,17,3.1,0
584,4.06E-05,TRUE,0,19,3.2,0
585,0.001480711,TRUE,1,19,3.5,0
586,8.89E-05,TRUE,0,18,3.5,0
587,6.16E-05,TRUE,0,17,3.2,0
588,9.61E-07,TRUE,0,19,2.8,1
589,0.000166864,TRUE,1,18,2,0
590,4.91E-06,TRUE,0,18,3.6,0
591,0.000322221,FALSE,1,18,3.3,1
592,9.39E-06,TRUE,0,18,3.4,0
593,0.001602432,TRUE,1,19,3.5,0
594,0.00088425,TRUE,1,18,3.3,1
595,0.000440922,TRUE,1,25,2.3,0
